,age,father_education,mother_education,school_type,scholarship,smoking_frequency,study_hours_extra,extracurricular,work_hours,math_grade,language_grade,aptitude_score
560,17,posgrado,posgrado,privado,0,no_fuma,<10,social,26.3,72.5,67.5,1213.0
561,17,secundaria,primaria,publico,0,fumador_constante,<10,social,14.8,78.3,75.0,1263.0
562,21,secundaria,bachillerato,privado,0,fumador_ocasional,15+,deportiva,0.0,88.0,88.0,1300.0
563,20,bachillerato,primaria,privado,0,no_fuma,<15,social,16.6,81.7,83.1,1291.0
564,20,posgrado,sin_estudios,privado,0,fuma_poco,<5,cultural,22.5,67.9,83.8,1273.0
565,20,secundaria,bachillerato,publico,0,no_fuma,<10,cultural,11.2,86.8,79.3,1269.0
566,19,bachillerato,secundaria,privado,1,no_fuma,<5,cultural,29.4,72.0,82.7,1300.0
567,21,bachillerato,bachillerato,publico,0,fuma_poco,<10,social,20.6,62.6,70.8,1206.0
568,20,universidad,bachillerato,privado,0,no_fuma,<10,cultural,17.7,73.3,75.2,1270.0
569,19,primaria,primaria,publico,0,fumador_constante,<15,deportiva,22.9,89.4,79.7,1300.0
570,18,universidad,primaria,publico,0,fuma_poco,<10,cultural,15.3,76.7,80.5,1299.0
571,18,posgrado,bachillerato,publico,0,no_fuma,<5,cultural,0.0,75.1,80.9,1300.0
572,19,primaria,secundaria,publico,0,fumador_ocasional,<10,deportiva,7.0,91.4,76.8,1294.0
573,19,secundaria,universidad,privado,0,no_fuma,15+,social,24.0,60.7,74.6,1231.0
574,21,posgrado,bachillerato,publico,0,no_fuma,<15,cultural,3.9,62.1,100.0,1300.0
575,21,primaria,universidad,publico,0,no_fuma,<10,cultural,9.8,58.8,86.2,1201.0
576,18,universidad,universidad,publico,0,no_fuma,15+,deportiva,1.6,78.7,81.7,1300.0
577,20,bachillerato,bachillerato,privado,0,fumador_ocasional,15+,cultural,29.8,76.7,75.9,1300.0
578,18,secundaria,universidad,privado,0,no_fuma,<5,deportiva,28.8,90.4,73.9,1238.0
579,20,universidad,secundaria,privado,0,fumador_ocasional,<5,deportiva,3.2,77.4,76.8,1300.0
580,20,secundaria,secundaria,privado,0,fuma_poco,<15,cultural,13.5,71.0,80.6,1300.0
581,21,bachillerato,universidad,publico,1,no_fuma,15+,cultural,5.2,75.0,61.1,1254.0
582,17,secundaria,bachillerato,publico,0,fumador_ocasional,15+,cultural,18.1,76.2,63.9,1300.0
583,17,bachillerato,universidad,privado,0,no_fuma,15+,deportiva,17.1,58.3,72.3,1256.0
584,19,primaria,universidad,publico,0,no_fuma,<15,cultural,20.1,100.0,79.9,1300.0
585,21,secundaria,universidad,publico,0,no_fuma,<10,deportiva,15.3,80.2,75.8,1280.0
586,20,posgrado,posgrado,publico,0,no_fuma,<5,social,40.0,77.1,91.3,1300.0
587,17,secundaria,bachillerato,publico,0,no_fuma,<5,cultural,1.7,81.2,64.7,1300.0
588,20,bachillerato,secundaria,publico,1,fuma_poco,<10,cultural,0.0,82.1,71.2,1291.0
589,17,secundaria,bachillerato,privado,0,no_fuma,<15,deportiva,8.1,73.6,91.7,1268.0
590,17,universidad,secundaria,publico,1,no_fuma,<15,deportiva,0.0,68.7,79.2,1252.0
591,17,primaria,bachillerato,publico,0,fumador_constante,<15,social,0.0,81.0,86.0,1300.0
592,21,posgrado,universidad,publico,0,fuma_poco,<10,deportiva,2.0,78.9,96.5,1300.0
593,18,bachillerato,universidad,privado,0,fumador_ocasional,<15,cultural,2.8,66.9,71.8,1300.0
594,20,secundaria,secundaria,publico,0,no_fuma,<5,cultural,2.5,89.2,77.1,1300.0
595,21,primaria,secundaria,privado,0,fuma_poco,<10,deportiva,17.2,77.9,75.5,1215.0
596,21,primaria,bachillerato,privado,0,fumador_ocasional,<15,social,6.9,82.3,60.4,1247.0
597,21,bachillerato,primaria,publico,0,fuma_poco,<15,cultural,10.2,88.9,75.2,1300.0
598,21,secundaria,posgrado,privado,1,fuma_poco,15+,deportiva,20.9,75.2,85.9,1300.0
599,21,universidad,secundaria,privado,1,no_fuma,<10,deportiva,4.3,78.2,82.9,1300.0
600,19,secundaria,secundaria,privado,0,no_fuma,<10,deportiva,9.4,83.1,83.6,1263.0
601,20,secundaria,sin_estudios,privado,0,no_fuma,<10,social,15.7,67.8,74.6,1238.0
602,21,bachillerato,bachillerato,publico,0,no_fuma,<10,cultural,0.0,75.5,72.1,1281.0
603,20,universidad,bachillerato,publico,0,fumador_ocasional,15+,deportiva,0.0,76.3,89.4,1300.0
604,19,primaria,secundaria,publico,0,no_fuma,<15,deportiva,15.5,65.4,73.5,1279.0
605,19,primaria,primaria,publico,0,fumador_constante,15+,cultural,16.9,98.2,80.6,1300.0
606,20,sin_estudios,bachillerato,privado,0,fumador_constante,<5,cultural,32.6,60.9,79.5,1218.0
607,17,universidad,secundaria,publico,0,no_fuma,15+,cultural,13.6,62.0,91.2,1273.0
608,18,bachillerato,universidad,privado,1,no_fuma,<5,deportiva,20.2,88.1,86.7,1290.0
609,17,bachillerato,bachillerato,privado,0,fumador_ocasional,15+,deportiva,10.0,82.1,66.3,1281.0
610,17,universidad,secundaria,privado,1,fumador_constante,<10,cultural,15.0,64.7,67.3,1291.0
611,17,universidad,secundaria,privado,0,no_fuma,<10,social,28.7,81.1,83.2,1300.0
612,21,bachillerato,posgrado,publico,0,no_fuma,<10,deportiva,0.0,89.7,77.4,1300.0
613,19,universidad,bachillerato,publico,0,no_fuma,15+,cultural,16.1,74.7,73.9,1289.0
614,17,secundaria,universidad,publico,0,fuma_poco,<5,cultural,33.4,100.0,87.1,1300.0
615,19,primaria,primaria,publico,0,no_fuma,<10,cultural,14.8,57.8,79.7,1220.0
616,20,secundaria,bachillerato,publico,0,fuma_poco,15+,deportiva,28.5,81.9,78.5,1300.0
617,18,primaria,sin_estudios,publico,0,no_fuma,<10,social,5.7,86.7,85.0,1207.0
618,20,bachillerato,bachillerato,privado,0,no_fuma,<5,cultural,11.7,83.9,74.6,1111.0
619,20,posgrado,posgrado,publico,0,no_fuma,<10,cultural,12.3,73.0,92.1,1300.0
620,21,sin_estudios,secundaria,publico,0,no_fuma,<10,deportiva,0.0,72.1,70.9,1191.0
621,18,primaria,primaria,privado,0,no_fuma,15+,deportiva,0.3,79.4,83.9,1300.0
622,20,bachillerato,primaria,publico,0,no_fuma,<15,deportiva,1.0,83.2,90.9,1300.0
623,20,posgrado,secundaria,publico,0,no_fuma,<10,cultural,20.2,81.0,65.6,1300.0
624,18,secundaria,secundaria,privado,0,no_fuma,15+,deportiva,20.7,85.4,74.9,1300.0
625,18,bachillerato,sin_estudios,publico,1,no_fuma,<10,cultural,15.2,64.8,88.3,1283.0
626,20,sin_estudios,universidad,privado,0,fumador_constante,<5,deportiva,20.2,72.7,88.4,1300.0
627,18,primaria,bachillerato,publico,1,no_fuma,<10,cultural,10.4,65.6,76.5,1293.0
628,20,posgrado,secundaria,privado,0,no_fuma,<10,cultural,24.0,71.1,71.4,1239.0
629,20,posgrado,posgrado,publico,0,fuma_poco,<5,deportiva,12.1,85.2,86.6,1300.0
630,21,sin_estudios,primaria,publico,0,fumador_constante,15+,deportiva,12.6,76.1,88.7,1258.0
631,17,posgrado,posgrado,publico,0,no_fuma,<15,deportiva,9.3,100.0,67.5,1300.0
632,20,bachillerato,secundaria,privado,0,fuma_poco,<10,cultural,18.8,76.9,67.2,1187.0
633,19,universidad,universidad,publico,1,fuma_poco,<15,cultural,7.8,75.6,80.0,1300.0
634,17,bachillerato,bachillerato,publico,0,fuma_poco,<15,deportiva,21.8,76.1,83.7,1300.0
635,17,bachillerato,universidad,privado,0,no_fuma,15+,cultural,0.7,68.6,75.3,1300.0
636,17,bachillerato,posgrado,privado,0,fuma_poco,15+,deportiva,1.0,74.4,84.1,1289.0
637,21,bachillerato,secundaria,publico,1,no_fuma,<10,deportiva,18.9,86.3,71.6,1283.0
638,20,primaria,posgrado,privado,0,fuma_poco,<15,deportiva,11.1,76.1,59.0,1300.0
639,21,sin_estudios,secundaria,publico,0,fuma_poco,<15,social,7.5,67.1,74.2,1262.0
640,20,secundaria,secundaria,publico,0,no_fuma,<15,deportiva,20.9,65.7,78.6,1260.0
641,21,universidad,secundaria,publico,1,fumador_ocasional,<5,deportiva,5.9,70.5,75.5,1268.0
642,21,secundaria,bachillerato,privado,1,no_fuma,<5,deportiva,10.0,75.7,67.6,1259.0
643,19,bachillerato,secundaria,privado,0,fumador_ocasional,<10,deportiva,26.0,86.9,61.7,1300.0
644,21,posgrado,bachillerato,publico,1,no_fuma,<10,cultural,27.4,61.6,73.4,1262.0
645,18,primaria,bachillerato,publico,1,no_fuma,<5,deportiva,27.7,71.8,86.1,1300.0
646,19,bachillerato,universidad,publico,0,no_fuma,<15,deportiva,9.2,76.4,89.3,1300.0
647,21,secundaria,universidad,privado,0,fumador_constante,<5,cultural,24.3,56.7,88.7,1211.0
648,17,universidad,bachillerato,privado,0,no_fuma,<15,deportiva,2.5,66.7,70.7,1300.0
649,18,primaria,secundaria,publico,1,no_fuma,<10,cultural,2.9,68.2,67.6,1290.0
650,18,bachillerato,secundaria,privado,0,no_fuma,15+,cultural,0.0,67.0,82.5,1300.0
651,18,universidad,secundaria,privado,1,fuma_poco,<10,deportiva,28.7,76.9,83.7,1261.0
652,19,posgrado,primaria,publico,0,no_fuma,<5,cultural,3.4,73.4,81.6,1300.0
653,21,bachillerato,secundaria,publico,1,no_fuma,<15,deportiva,10.7,69.4,59.9,1199.0
654,21,bachillerato,secundaria,publico,0,no_fuma,15+,cultural,2.9,79.3,70.2,1300.0
655,17,bachillerato,posgrado,privado,0,no_fuma,15+,cultural,19.0,92.2,77.7,1300.0
656,17,universidad,bachillerato,privado,1,no_fuma,<10,deportiva,8.2,91.4,82.4,1277.0
657,18,bachillerato,secundaria,publico,1,no_fuma,<10,cultural,0.0,55.8,84.9,1278.0
658,17,sin_estudios,bachillerato,privado,1,fuma_poco,15+,social,16.4,80.8,79.3,1286.0
659,19,posgrado,primaria,publico,0,no_fuma,<5,social,0.0,73.2,81.0,1265.0
660,21,bachillerato,bachillerato,publico,0,no_fuma,<15,cultural,3.6,76.6,78.8,1300.0
661,18,bachillerato,bachillerato,privado,0,no_fuma,<10,cultural,0.0,71.0,84.2,1300.0
662,17,secundaria,bachillerato,privado,0,fumador_constante,<5,deportiva,0.0,76.2,80.8,1300.0
663,19,bachillerato,bachillerato,publico,0,fumador_constante,<10,deportiva,13.8,76.5,78.6,1300.0
664,19,secundaria,posgrado,publico,0,fumador_ocasional,<10,cultural,0.0,69.2,75.6,1300.0
665,17,bachillerato,universidad,publico,0,no_fuma,<15,deportiva,0.0,66.0,78.7,1300.0
666,21,primaria,bachillerato,publico,1,no_fuma,15+,social,12.0,70.5,82.4,1250.0
667,17,bachillerato,bachillerato,publico,0,no_fuma,<10,deportiva,6.6,77.3,80.4,1300.0
668,18,posgrado,bachillerato,publico,0,no_fuma,15+,deportiva,31.9,81.0,81.4,1300.0
669,17,sin_estudios,secundaria,privado,0,no_fuma,<5,deportiva,30.3,83.5,90.1,1298.0
670,19,posgrado,secundaria,publico,0,fumador_ocasional,<10,social,3.3,70.1,80.4,1273.0
671,17,secundaria,primaria,privado,0,fumador_ocasional,<5,cultural,17.6,77.8,72.2,1240.0
672,21,universidad,bachillerato,privado,1,fumador_ocasional,15+,cultural,19.5,84.6,86.0,1300.0
673,20,universidad,bachillerato,publico,1,no_fuma,<15,deportiva,6.0,86.7,65.7,1267.0
674,17,bachillerato,secundaria,publico,1,fuma_poco,<15,social,0.0,74.4,68.3,1220.0
675,21,universidad,posgrado,privado,1,no_fuma,15+,deportiva,11.9,72.8,81.0,1300.0
676,21,universidad,posgrado,publico,0,no_fuma,<15,social,10.3,76.9,82.6,1300.0
677,19,secundaria,universidad,privado,0,fuma_poco,15+,cultural,7.6,63.5,66.8,1241.0
678,21,secundaria,bachillerato,privado,0,no_fuma,<15,deportiva,16.4,73.1,74.6,1227.0
679,21,bachillerato,universidad,privado,0,no_fuma,15+,cultural,4.5,82.4,72.5,1300.0
680,21,universidad,primaria,privado,0,no_fuma,<10,cultural,0.5,81.4,73.6,1286.0
681,21,universidad,universidad,publico,0,fuma_poco,<5,deportiva,13.1,72.3,86.5,1300.0
682,18,universidad,primaria,publico,0,fumador_ocasional,<10,social,15.9,77.2,84.4,1300.0
683,18,secundaria,universidad,publico,0,no_fuma,<5,cultural,0.2,66.8,77.8,1300.0
684,19,universidad,secundaria,publico,0,fumador_ocasional,<15,deportiva,21.3,82.0,73.1,1300.0
685,17,primaria,universidad,publico,0,no_fuma,<10,deportiva,0.0,74.2,65.9,1300.0
686,21,bachillerato,posgrado,publico,0,no_fuma,<15,cultural,6.2,72.2,90.8,1299.0
687,17,sin_estudios,primaria,privado,0,fuma_poco,<5,cultural,9.4,71.4,83.3,1197.0
688,17,secundaria,bachillerato,publico,0,fuma_poco,<5,cultural,5.6,74.4,71.6,1228.0
689,19,secundaria,posgrado,publico,1,fumador_constante,<10,cultural,6.3,70.5,84.5,1300.0
690,21,secundaria,bachillerato,publico,0,no_fuma,15+,cultural,30.7,81.6,77.4,1263.0
691,21,bachillerato,universidad,publico,0,fuma_poco,<10,social,3.5,71.0,75.4,1240.0
692,20,secundaria,bachillerato,publico,1,fuma_poco,<10,cultural,36.4,90.9,81.9,1300.0
693,17,secundaria,secundaria,publico,0,fumador_constante,<15,social,16.4,89.7,71.3,1300.0
694,17,secundaria,secundaria,publico,0,no_fuma,<15,deportiva,12.9,66.1,74.9,1270.0
695,18,secundaria,secundaria,publico,0,fumador_ocasional,<10,deportiva,16.8,75.7,79.1,1300.0
696,20,secundaria,universidad,privado,0,fuma_poco,<10,deportiva,37.3,68.5,73.5,1202.0
697,18,primaria,secundaria,privado,1,no_fuma,<5,cultural,2.1,71.7,84.0,1300.0
698,18,bachillerato,bachillerato,privado,1,no_fuma,15+,social,0.8,95.0,94.8,1300.0
699,18,bachillerato,bachillerato,publico,0,no_fuma,<5,deportiva,4.5,71.9,71.2,1277.0
700,19,bachillerato,bachillerato,privado,0,fuma_poco,<10,deportiva,12.3,78.6,63.0,1300.0
701,19,bachillerato,universidad,privado,0,fumador_ocasional,<5,social,0.0,80.4,60.0,1270.0
702,18,secundaria,posgrado,publico,0,fuma_poco,<5,deportiva,12.2,65.0,76.6,1255.0
703,20,universidad,bachillerato,privado,0,fuma_poco,<15,cultural,28.9,66.4,72.0,1285.0
704,17,bachillerato,universidad,publico,0,no_fuma,<5,cultural,13.5,62.9,79.9,1230.0
705,20,bachillerato,universidad,privado,0,no_fuma,<5,social,9.1,66.1,79.2,1260.0
706,21,sin_estudios,bachillerato,privado,0,no_fuma,<10,deportiva,5.8,50.0,63.6,1221.0
707,19,secundaria,posgrado,publico,0,no_fuma,<5,deportiva,21.0,80.4,61.7,1300.0
708,17,secundaria,secundaria,privado,0,no_fuma,<5,cultural,3.7,95.5,80.7,1300.0
709,17,secundaria,primaria,publico,0,no_fuma,15+,social,30.5,76.5,79.2,1279.0
710,21,bachillerato,universidad,privado,1,no_fuma,<15,cultural,31.3,60.8,74.2,1284.0
711,21,bachillerato,bachillerato,publico,0,no_fuma,15+,deportiva,14.6,68.6,63.1,1211.0
712,18,bachillerato,universidad,privado,0,no_fuma,15+,cultural,11.9,70.4,82.2,1300.0
713,19,universidad,posgrado,publico,1,no_fuma,<15,social,22.3,64.8,89.4,1300.0
714,19,universidad,primaria,publico,0,no_fuma,<5,social,22.9,83.6,80.5,1299.0
715,20,universidad,universidad,publico,0,fumador_constante,<15,social,3.9,83.1,70.4,1300.0
716,18,posgrado,bachillerato,privado,0,fumador_ocasional,15+,deportiva,6.7,63.4,78.4,1300.0
717,18,sin_estudios,bachillerato,privado,0,fuma_poco,<15,deportiva,0.0,82.3,65.7,1281.0
718,18,primaria,bachillerato,privado,0,no_fuma,<10,cultural,16.1,90.3,87.5,1300.0
719,18,sin_estudios,posgrado,privado,0,fumador_ocasional,<5,social,18.7,94.0,78.7,1270.0
720,19,bachillerato,sin_estudios,publico,0,fumador_ocasional,15+,deportiva,0.0,100.0,62.1,1300.0
721,19,universidad,bachillerato,publico,1,fumador_ocasional,<15,deportiva,7.4,66.0,75.3,1300.0
722,18,secundaria,universidad,publico,0,no_fuma,15+,social,0.0,100.0,82.2,1300.0
723,20,posgrado,universidad,publico,0,fuma_poco,<5,deportiva,3.0,71.5,75.0,1300.0
724,17,primaria,universidad,publico,1,fumador_ocasional,<5,deportiva,17.5,69.1,75.5,1300.0
725,17,posgrado,primaria,publico,0,fuma_poco,<5,cultural,4.7,78.3,67.0,1222.0
726,20,secundaria,secundaria,publico,1,fuma_poco,<15,cultural,9.0,69.2,83.1,1251.0
727,18,primaria,secundaria,publico,0,no_fuma,<5,cultural,0.0,79.0,72.2,1300.0
728,19,bachillerato,universidad,publico,1,no_fuma,<5,deportiva,13.9,61.8,58.6,1250.0
729,17,secundaria,secundaria,publico,0,no_fuma,15+,cultural,11.6,72.6,74.7,1269.0
730,21,secundaria,secundaria,privado,1,fuma_poco,<5,cultural,4.7,87.9,86.8,1297.0
731,21,secundaria,posgrado,privado,1,no_fuma,15+,cultural,10.1,74.4,74.5,1300.0
732,20,universidad,sin_estudios,privado,0,no_fuma,<10,cultural,13.8,76.4,93.6,1300.0
733,18,bachillerato,posgrado,publico,0,no_fuma,15+,deportiva,3.9,79.8,81.9,1300.0
734,17,secundaria,universidad,publico,0,no_fuma,<15,deportiva,0.0,86.7,81.0,1300.0
735,18,bachillerato,universidad,privado,0,no_fuma,15+,deportiva,30.1,58.4,76.8,1237.0
736,17,universidad,secundaria,publico,0,fuma_poco,15+,deportiva,5.7,80.8,77.4,1300.0
737,20,secundaria,sin_estudios,publico,0,fumador_ocasional,<5,cultural,11.0,72.3,75.6,1200.0
738,20,secundaria,universidad,publico,0,no_fuma,<5,social,22.1,76.7,75.3,1300.0
739,21,primaria,universidad,publico,0,no_fuma,<10,cultural,40.0,85.6,82.8,1300.0
740,18,primaria,universidad,publico,0,no_fuma,<15,social,0.0,63.1,69.6,1242.0
741,21,bachillerato,primaria,publico,0,fumador_ocasional,15+,deportiva,16.5,64.9,68.3,1244.0
742,18,primaria,universidad,privado,0,no_fuma,<10,cultural,4.9,55.6,67.9,1226.0
743,21,bachillerato,universidad,publico,0,no_fuma,<15,deportiva,6.6,69.5,96.4,1300.0
744,19,universidad,bachillerato,publico,0,no_fuma,<5,deportiva,4.8,88.3,82.8,1300.0
745,19,primaria,universidad,privado,0,fuma_poco,15+,deportiva,0.7,73.8,80.7,1300.0
746,19,bachillerato,universidad,publico,0,fumador_ocasional,15+,cultural,11.6,61.6,68.5,1300.0
747,19,secundaria,bachillerato,publico,0,fumador_ocasional,<10,social,0.0,70.1,83.6,1300.0
748,17,posgrado,primaria,privado,0,fuma_poco,<10,deportiva,21.5,60.1,77.0,1294.0
749,19,bachillerato,bachillerato,publico,1,no_fuma,<5,deportiva,12.6,63.7,79.9,1300.0
750,20,universidad,primaria,publico,0,no_fuma,<15,social,16.2,78.9,69.2,1212.0
751,20,bachillerato,bachillerato,publico,0,no_fuma,<10,deportiva,7.3,63.3,79.4,1278.0
752,17,sin_estudios,bachillerato,publico,0,no_fuma,<5,social,8.3,86.1,74.2,1300.0
753,19,bachillerato,primaria,publico,1,no_fuma,<10,cultural,14.9,74.3,71.1,1212.0
754,19,posgrado,secundaria,privado,1,no_fuma,<10,social,0.4,75.9,84.6,1300.0
755,19,bachillerato,primaria,publico,0,no_fuma,<10,cultural,8.4,72.2,64.2,1300.0
756,21,universidad,universidad,publico,0,fumador_constante,<15,cultural,3.4,82.7,83.1,1300.0
757,18,universidad,posgrado,publico,1,fuma_poco,<5,cultural,3.1,82.8,84.2,1300.0
758,21,secundaria,primaria,publico,0,fumador_ocasional,<15,cultural,0.0,78.4,70.1,1300.0
759,18,secundaria,posgrado,publico,0,fuma_poco,<15,cultural,25.4,80.6,70.6,1300.0
760,19,bachillerato,bachillerato,publico,0,no_fuma,<10,deportiva,5.1,72.9,76.0,1265.0
761,19,secundaria,secundaria,publico,0,fuma_poco,<5,cultural,23.6,80.4,80.5,1300.0
762,21,universidad,primaria,publico,1,no_fuma,<15,cultural,22.7,71.6,76.6,1300.0
763,21,posgrado,bachillerato,publico,1,fuma_poco,15+,social,0.0,75.0,81.9,1300.0
764,18,secundaria,universidad,publico,1,no_fuma,<5,cultural,1.1,72.3,93.9,1300.0
765,20,secundaria,universidad,privado,0,fumador_constante,<10,cultural,37.6,70.4,73.4,1233.0
766,18,universidad,primaria,publico,1,no_fuma,<5,deportiva,29.5,68.1,62.6,1217.0
767,21,secundaria,primaria,publico,0,no_fuma,<15,cultural,11.7,79.7,85.4,1300.0
768,21,universidad,bachillerato,publico,0,fumador_constante,<5,cultural,14.6,88.1,93.1,1300.0
769,17,secundaria,secundaria,privado,1,no_fuma,<10,social,5.7,86.7,81.5,1300.0
770,21,bachillerato,secundaria,publico,0,fuma_poco,<15,social,16.3,62.4,68.2,1146.0
771,17,primaria,secundaria,privado,0,fuma_poco,<15,deportiva,4.8,87.9,76.9,1300.0
772,20,bachillerato,universidad,privado,0,fumador_ocasional,<10,social,0.0,71.8,67.9,1300.0
773,18,bachillerato,posgrado,privado,1,fumador_constante,<10,deportiva,0.0,81.0,83.8,1300.0
774,18,bachillerato,bachillerato,publico,0,fumador_constante,<15,deportiva,12.2,65.9,65.8,1235.0
775,17,primaria,posgrado,publico,0,no_fuma,<5,cultural,0.7,76.4,75.3,1299.0
776,18,universidad,secundaria,privado,0,fumador_ocasional,<5,deportiva,11.3,78.1,69.0,1300.0
777,21,universidad,bachillerato,privado,1,fuma_poco,15+,cultural,1.3,60.2,79.1,1300.0
778,19,secundaria,secundaria,privado,1,fuma_poco,<5,deportiva,4.2,81.1,74.7,1285.0
779,17,primaria,bachillerato,publico,0,no_fuma,<15,deportiva,20.5,88.5,79.6,1270.0
780,18,sin_estudios,posgrado,publico,0,fuma_poco,15+,cultural,14.5,73.3,78.2,1300.0
781,17,bachillerato,bachillerato,publico,0,fumador_constante,<10,cultural,11.9,88.6,69.1,1297.0
782,17,bachillerato,secundaria,privado,1,fumador_constante,<10,social,20.8,73.1,83.6,1300.0
783,19,bachillerato,bachillerato,publico,0,no_fuma,<15,cultural,16.8,83.5,77.6,1300.0
784,21,secundaria,primaria,publico,1,no_fuma,15+,cultural,26.5,52.8,69.1,1222.0
785,17,secundaria,universidad,privado,0,no_fuma,15+,deportiva,7.4,99.2,98.2,1300.0
786,18,bachillerato,bachillerato,publico,1,fumador_ocasional,<15,deportiva,7.7,90.0,82.3,1300.0
787,20,bachillerato,bachillerato,privado,1,fuma_poco,<5,deportiva,0.0,72.2,76.6,1230.0
788,17,posgrado,bachillerato,publico,0,no_fuma,<15,cultural,7.7,55.3,90.7,1272.0
789,17,primaria,bachillerato,publico,1,no_fuma,<10,cultural,21.6,77.9,94.6,1300.0
790,19,bachillerato,primaria,publico,0,no_fuma,<10,cultural,25.0,60.6,76.7,1300.0
791,21,secundaria,universidad,privado,0,no_fuma,<5,cultural,21.6,79.4,81.1,1300.0
792,20,secundaria,secundaria,publico,0,fumador_constante,<5,cultural,0.0,79.1,69.1,1294.0
793,18,universidad,universidad,publico,1,fuma_poco,<15,deportiva,22.8,65.6,76.7,1214.0
794,20,bachillerato,universidad,privado,0,no_fuma,<10,deportiva,0.0,86.2,76.2,1235.0
795,18,posgrado,universidad,publico,0,no_fuma,<10,social,21.0,83.1,79.7,1295.0
796,21,primaria,bachillerato,publico,0,no_fuma,<10,cultural,8.3,84.8,81.0,1300.0
797,18,primaria,bachillerato,publico,0,fumador_constante,15+,social,19.0,75.1,83.0,1300.0
798,19,universidad,primaria,publico,0,no_fuma,<15,deportiva,0.0,60.8,80.1,1300.0
799,19,bachillerato,universidad,publico,0,no_fuma,<10,social,23.7,84.8,67.1,1296.0
800,19,secundaria,secundaria,publico,1,no_fuma,<5,deportiva,0.0,72.3,69.6,1244.0
801,19,primaria,bachillerato,publico,0,fuma_poco,<10,deportiva,5.3,61.1,73.1,1206.0
802,20,primaria,secundaria,publico,0,fuma_poco,15+,social,2.0,88.5,75.5,1300.0
803,21,universidad,primaria,privado,0,fuma_poco,<15,deportiva,0.0,96.0,87.5,1300.0
804,18,primaria,bachillerato,publico,0,no_fuma,<10,cultural,12.9,74.6,67.5,1277.0
805,18,secundaria,primaria,publico,1,no_fuma,<15,deportiva,30.1,96.6,74.8,1263.0
806,19,secundaria,universidad,publico,1,no_fuma,<10,cultural,38.7,75.9,86.6,1300.0
807,19,secundaria,secundaria,publico,0,fuma_poco,15+,social,13.0,71.2,75.3,1296.0
808,17,primaria,sin_estudios,publico,1,no_fuma,<10,deportiva,23.2,68.7,82.1,1194.0
809,21,bachillerato,bachillerato,publico,1,fuma_poco,<5,cultural,14.3,91.4,76.7,1300.0
810,20,primaria,primaria,privado,1,fumador_ocasional,<5,deportiva,17.0,67.2,80.3,1300.0
811,18,universidad,secundaria,publico,0,fumador_ocasional,<10,cultural,8.6,82.4,75.9,1300.0
812,17,secundaria,universidad,privado,1,no_fuma,15+,deportiva,14.0,69.4,84.0,1300.0
813,17,bachillerato,primaria,privado,0,no_fuma,<10,deportiva,17.4,70.4,64.1,1257.0
814,18,universidad,universidad,publico,0,no_fuma,15+,deportiva,6.2,85.3,74.7,1300.0
815,20,bachillerato,sin_estudios,publico,0,fuma_poco,<15,deportiva,11.2,71.2,80.7,1276.0
816,17,bachillerato,secundaria,publico,0,fumador_ocasional,<5,social,11.4,71.0,82.8,1290.0
817,17,secundaria,universidad,privado,0,no_fuma,<5,deportiva,20.3,86.3,91.4,1300.0
818,21,secundaria,secundaria,publico,0,no_fuma,<5,deportiva,1.3,91.0,74.5,1280.0
819,20,bachillerato,primaria,publico,0,fumador_ocasional,<15,cultural,11.5,81.4,91.3,1300.0
820,17,posgrado,secundaria,publico,1,fumador_ocasional,<5,deportiva,31.1,68.5,72.1,1300.0
821,20,bachillerato,secundaria,privado,1,no_fuma,<10,cultural,23.6,69.9,90.0,1300.0
822,18,bachillerato,universidad,privado,0,fuma_poco,<10,social,25.5,75.8,85.4,1300.0
823,19,universidad,secundaria,publico,1,no_fuma,<15,cultural,12.2,78.2,69.8,1282.0
824,17,bachillerato,universidad,privado,1,no_fuma,<5,social,15.2,65.1,80.8,1300.0
825,21,primaria,posgrado,publico,1,fumador_constante,<10,cultural,22.0,82.2,77.5,1296.0
826,18,bachillerato,bachillerato,publico,0,fumador_ocasional,<10,deportiva,27.6,75.9,83.6,1251.0
827,20,posgrado,posgrado,privado,0,fumador_ocasional,<10,cultural,0.0,57.8,76.0,1228.0
828,18,primaria,secundaria,publico,1,no_fuma,15+,cultural,0.0,65.7,75.2,1270.0
829,17,bachillerato,posgrado,publico,0,fumador_ocasional,<5,cultural,25.1,70.0,90.3,1291.0
830,20,secundaria,primaria,publico,0,no_fuma,15+,social,9.2,74.3,77.1,1300.0
831,19,bachillerato,universidad,privado,0,no_fuma,<15,cultural,5.3,93.9,85.4,1300.0
832,18,primaria,bachillerato,privado,0,no_fuma,<15,social,0.0,77.4,76.0,1239.0
833,17,bachillerato,secundaria,publico,0,no_fuma,<15,social,6.4,66.6,93.0,1282.0
834,21,universidad,bachillerato,privado,0,fumador_ocasional,<10,cultural,0.0,77.2,71.9,1300.0
835,20,secundaria,universidad,publico,0,fuma_poco,<5,cultural,32.9,71.5,72.5,1158.0
836,18,bachillerato,sin_estudios,publico,1,no_fuma,<15,deportiva,11.8,78.2,91.7,1279.0
837,18,universidad,secundaria,publico,1,no_fuma,<10,social,11.4,80.8,74.0,1274.0
838,19,posgrado,universidad,publico,0,no_fuma,<15,cultural,17.9,87.1,92.4,1300.0
